source,target,transaction_type,amount,hash,timeStamp,label,tokenSymbol,contractAddress,source_layer,source_clean,target_clean,is_service_provider,service_matched_side,service_provider_name,service_provider_category,service_provider_source,service_provider_note
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,normal_eth,5.0,0xd24ba0e4f9ee4cc3379c975e76405832872874aa7c197e3693abece862aa13d3,1601078689,candidate_layering,,,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,normal_eth,8.0,0x49b0d0a2ddc659c60ddaa364a4aba46ceae60bb696f12a730633a8d0ba4f5def,1601189232,candidate_layering,,,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x34a17418cec67b82d08cf77a987941f99dc87c6b,normal_eth,20.0,0xbe320cc6fd2a7c15878b62ccea209c647c41e0da0ebb748544f474263784e283,1603438622,candidate_layering,,,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x34a17418cec67b82d08cf77a987941f99dc87c6b,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x34a17418cec67b82d08cf77a987941f99dc87c6b,normal_eth,11500.000000000002,0x68b43c9e2748edd477fdf145435548feef6f87641dabb13f8705985b6c27680d,1603438823,candidate_layering,,,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x34a17418cec67b82d08cf77a987941f99dc87c6b,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x6e875aa2458eecf978dc826c72804eeed4aeb456,normal_eth,1.0,0xa6475b345b47376d8ed6ee46dd808a76a8a62f642ac0cc11b297f4e68f38fcf7,1607588598,candidate_layering,,,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x6e875aa2458eecf978dc826c72804eeed4aeb456,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x58b891a5f94e65f225549acef13a9dc3a33b1942,normal_eth,2.0,0x752f2cf3a59f96e5376efdefbd878d7914007dc8325c8a10163202f91830e2cc,1629098096,candidate_layering,,,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x58b891a5f94e65f225549acef13a9dc3a33b1942,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,erc20,1.0,0xed4fbf571edbd1e51066148b29220e14163c69e20be72a1b26cd8bd51685b784,1601077652,candidate_layering,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,erc20,50000.0,0xc6eb6440d4f2c8b649ee7e647e90ea3a354e0bb300540c95d2464553f6b6cff8,1601078177,candidate_layering,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x9dc2f9c2d944578420cdc8237cf3264d403355f7,erc20,10000.0,0x5e2986db18d8319e0d5b9cb784d8821956ff695e777041c0b19e7105fb026627,1601182629,candidate_layering,KAI,0xbd6467a31899590474ce1e84f70594c53d628e46,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x9dc2f9c2d944578420cdc8237cf3264d403355f7,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,erc20,10000.0,0x8b287ca8a197d75073aa2ea4e5a6c2dfe4e8218a39f77b199b70161eeca0311f,1601183547,candidate_layering,ORN,0x8fb00fdebb4e83f2c58b3bcd6732ac1b6a7b7221,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,False,none,,,,
